Site,Date,PM25_FEM,PM25_FRM
0034,2024-11-02,3.5125,2.9
0034,2024-11-05,5.091304347826087,5.6
0034,2024-11-08,6.558333333333334,5.2
0034,2024-11-11,2.8125,2.8
0034,2024-11-14,2.904166666666667,2.6
0034,2024-11-17,7.0625,5.8
0034,2024-11-20,3.7166666666666663,3.3
0034,2024-11-23,1.5791666666666666,1.4
0034,2024-11-26,5.245833333333334,4
0034,2024-11-29,6.529166666666667,6.3
0034,2024-12-02,7.175,7.9
0034,2024-12-05,2.2625,1.7
0034,2024-12-08,7.541666666666667,7.3
0034,2024-12-11,8.070833333333333,7
0034,2024-12-14,8.5625,9.3
0034,2024-12-17,9.3125,8.3
0034,2024-12-20,7.879166666666666,7.4
0034,2024-12-23,6.0875,6.4
0034,2024-12-26,8.229166666666666,6.8
0034,2024-12-29,3.425,3.2
0034,2025-01-01,3.283333333333333,2.2
0034,2025-01-04,2.595833333333333,2.5
0034,2025-01-07,1.9791666666666667,1.3
0034,2025-01-10,14.745833333333334,16.5
0034,2025-01-13,5.1875,5.2
0034,2025-01-16,15.112499999999999,NA
0034,2025-01-19,2.25,2.2
0034,2025-01-22,7.175,8.4
0034,2025-01-25,11.0375,14.5
0034,2025-01-28,4.445833333333334,5.2
0034,2025-01-31,5.654166666666667,7
0034,2025-02-03,11.220833333333333,13.8
0034,2025-02-06,7.641666666666667,7.7
0034,2025-02-09,6.895833333333333,7.2
0034,2025-02-12,13.441666666666666,14.6
0034,2025-02-15,7.820833333333333,8.9
0034,2025-02-18,3.0791666666666666,3.7
0034,2025-02-21,4.370833333333334,4.4
0034,2025-02-24,10.056521739130435,9.5
0034,2025-02-27,11.25,12.7
0034,2025-03-02,3.3833333333333333,2.9
0034,2025-03-05,4.329166666666667,4.2
0034,2025-03-08,3.575,2.9
0034,2025-03-11,5.7375,5.5
0034,2025-03-14,11.495833333333334,10.3
0034,2025-03-17,3.2041666666666666,2.8
0034,2025-03-20,4.745833333333334,4.6
0034,2025-03-23,4.2125,3.9
0034,2025-03-26,3.7666666666666666,4.2
0034,2025-03-29,13.291666666666666,11
0034,2025-04-01,3.1416666666666666,3.9
0034,2025-04-04,2.9875,4.4
0034,2025-04-07,4.533333333333333,5.9
0034,2025-04-10,6.683333333333334,8.9
0034,2025-04-13,6.3,7.2
0034,2025-04-16,3.8833333333333333,4.2
0034,2025-04-19,8.2625,8.8
0034,2025-04-22,2.6208333333333336,3.7
0034,2025-04-25,4.7625,5.5
0034,2025-04-28,3.6083333333333334,4.3
0034,2025-05-01,5.220833333333333,6.8
0038,2024-11-02,4.695833333333333,3.75
0038,2024-11-05,6.4125000000000005,6.4
0038,2024-11-08,6.6625000000000005,4.45
0038,2024-11-11,3.4130434782608696,2.95
0038,2024-11-14,6.741666666666666,8.15
0038,2024-11-17,10.183333333333334,9.75
0038,2024-11-20,7.391666666666667,6.65
0038,2024-11-23,1.8916666666666666,1.5
0038,2024-11-26,5.7,4.45
0038,2024-11-29,7.55,6.45
0038,2024-12-02,9.1875,8.25
0038,2024-12-05,3.275,2
0038,2024-12-08,9.679166666666667,9.850000000000001
0038,2024-12-11,8.775,8.4
0038,2024-12-14,12.116666666666667,12.600000000000001
0038,2024-12-17,9.6625,8.25
0038,2024-12-20,9.887500000000001,8.9
0038,2024-12-23,10.433333333333334,9.4
0038,2024-12-26,11.991666666666667,11.2
0038,2024-12-29,6.308333333333333,6.45
0038,2025-01-01,3.8458333333333337,2.45
0038,2025-01-04,3.6333333333333333,3.15
0038,2025-01-07,2.8708333333333336,1.65
0038,2025-01-10,24.420833333333334,24.950000000000003
0038,2025-01-13,6.641666666666667,5.550000000000001
0038,2025-01-16,18.329166666666666,17.25
0038,2025-01-19,2.8625000000000003,1.95
0038,2025-01-22,14.341666666666667,12.4
0038,2025-01-25,16.704166666666666,15.05
0038,2025-01-28,5.995652173913044,5.35
0038,2025-01-31,14.245833333333332,15
0038,2025-02-03,17.5375,17.5
0038,2025-02-06,9,8.35
0038,2025-02-09,8.404166666666667,7.75
0038,2025-02-12,16.904166666666665,16.549999999999997
0038,2025-02-15,12.579166666666667,13.6
0038,2025-02-18,5.345833333333333,5
0038,2025-02-21,5.987499999999999,4.550000000000001
0038,2025-02-24,11.963636363636363,12.35
0038,2025-02-27,14.320833333333333,14.7
0038,2025-03-02,4.1875,2.9
0038,2025-03-05,5.795833333333333,5
0038,2025-03-08,4.2875,3.1
0038,2025-03-11,6.2,5.2
0038,2025-03-14,17.454166666666666,17.15
0038,2025-03-17,4.154166666666667,3.6
0038,2025-03-20,5.254166666666667,6.25
0038,2025-03-23,6.1,7.35
0038,2025-03-26,4.470833333333333,5.35
0038,2025-03-29,14.591666666666667,14.3
0038,2025-04-01,3.6458333333333335,4.75
0038,2025-04-04,3.6375,5.9
0038,2025-04-07,5.041666666666667,7.3
0038,2025-04-10,10.220833333333333,10.4
0038,2025-04-11,7.604166666666667,7.050000000000001
0038,2025-04-13,8.758333333333333,8.95
0038,2025-04-16,4.495833333333334,3.6
0038,2025-04-19,9.383333333333333,9.399999999999999
0038,2025-04-22,3.5541666666666667,5.85
0038,2025-04-25,8.1875,8.95
0038,2025-04-28,8.620833333333334,11.15
0038,2025-05-01,8.004166666666666,9.85
0045,2024-11-02,4.695833333333334,1.5
0045,2024-11-05,6.283333333333333,4
0045,2024-11-08,7.547826086956522,5.5
0045,2024-11-11,4.304166666666666,3.7
0045,2024-11-14,3.8041666666666667,2.3
0045,2024-11-17,8.370833333333334,5.6
0045,2024-11-20,5.520833333333333,NA
0045,2024-11-23,2.441666666666667,1.2
0045,2024-11-26,8.588888888888889,NA
0045,2024-11-28,6.416666666666667,1.8
0045,2024-11-29,8.179166666666667,2.9
0045,2024-12-02,10.354166666666666,3.4
0045,2024-12-05,4.041666666666667,1.8
0045,2024-12-08,8.716666666666667,3.2
0045,2024-12-11,9.821739130434782,3.6
0045,2024-12-14,10.533333333333333,5.2
0045,2024-12-17,11.7125,5.2
0045,2024-12-20,9.858333333333333,4.4
0045,2024-12-23,7.375,4
0045,2024-12-26,9.8875,5
0045,2024-12-29,3.920833333333333,2.5
0045,2025-01-01,5.433333333333334,4.1
0045,2025-01-04,5.304166666666666,5.2
0045,2025-01-07,3.5083333333333333,2.7
0045,2025-01-10,17.6625,15.1
0045,2025-01-13,6.183333333333334,5
0045,2025-01-16,16.866666666666667,18.2
0045,2025-01-19,3.1791666666666667,2
0045,2025-01-22,8.604166666666666,8
0045,2025-01-25,14.725,12
0045,2025-01-28,6.2625,5.2
0045,2025-01-31,7.945833333333333,6.5
0045,2025-02-03,14.745833333333334,10.7
0045,2025-02-06,9.195833333333333,9.4
0045,2025-02-09,9.608333333333334,10.2
0045,2025-02-12,14.308333333333334,12.8
0045,2025-02-15,9.029166666666667,7.7
0045,2025-02-18,5.616666666666666,6.5
0045,2025-02-21,5.9750000000000005,6
0045,2025-02-24,10.633333333333335,8.9
0045,2025-02-27,12.983333333333333,11.1
0045,2025-03-02,4.466666666666667,3.5
0045,2025-03-05,4.916666666666666,2.8
0045,2025-03-08,5.391666666666667,4.3
0045,2025-03-11,6.570833333333334,5
0045,2025-03-14,13.654166666666667,9.7
0045,2025-03-17,4.6875,6.4
0045,2025-03-20,5.904166666666667,6.4
0045,2025-03-23,5.041666666666667,4.2
0045,2025-03-26,4.808333333333334,4.1
0045,2025-03-29,15.633333333333333,14.8
0045,2025-04-01,3.6041666666666665,NA
0045,2025-04-04,3.379166666666667,NA
0045,2025-04-05,4.366666666666667,6.8
0045,2025-04-07,5.279166666666667,7.5
0045,2025-04-10,8.091666666666667,9.2
0045,2025-04-13,NA,7.1
0045,2025-04-16,6.116666666666666,6.6
0045,2025-04-19,10.1875,12.5
0045,2025-04-22,5.079166666666667,6.2
0045,2025-04-25,5.916666666666667,6.4
0045,2025-04-28,5.025,5.5
0045,2025-05-01,6.308333333333334,6.3
0060,2024-11-02,4.45,4.7
0060,2024-11-05,7.3875,9.1
0060,2024-11-08,7.116666666666666,5.7
0060,2024-11-11,3.6083333333333334,3.3
0060,2024-11-14,5.4,6.3
0060,2024-11-17,9.75,8.9
0060,2024-11-20,6.479166666666667,7
0060,2024-11-23,1.825,1.4
0060,2024-11-26,5.545833333333333,4.6
0060,2024-11-29,7.095833333333333,7.3
0060,2024-12-02,8.491666666666667,8
0060,2024-12-05,3.15,NA
0060,2024-12-07,7,7.6
0060,2024-12-08,8.358333333333333,9.2
0060,2024-12-11,8.558333333333334,7.8
0060,2024-12-14,11.104166666666666,11.3
0060,2024-12-17,10.031818181818181,8.6
0060,2024-12-20,9.674999999999999,9.4
0060,2024-12-23,9.5875,9.4
0060,2024-12-26,10.429166666666667,NA
0060,2024-12-28,5.645833333333333,4.8
0060,2024-12-29,5.166666666666666,NA
0060,2025-01-01,3.6958333333333337,2.7
0060,2025-01-04,3.3583333333333334,3.1
0060,2025-01-05,9.195833333333333,10.7
0060,2025-01-07,3.254166666666667,2.7
0060,2025-01-10,21.704166666666666,22.2
0060,2025-01-13,5.716666666666667,5.7
0060,2025-01-16,17.570833333333333,18.2
0060,2025-01-19,3.0875,2.4
0060,2025-01-22,11.541666666666666,11.4
0060,2025-01-25,15.7,14.7
0060,2025-01-28,6.2125,5.8
0060,2025-01-31,9.195833333333333,10.4
0060,2025-02-03,16.475,16.3
0060,2025-02-06,8.875,9.2
0060,2025-02-09,7.866666666666666,7.5
0060,2025-02-12,17.041666666666668,NA
0060,2025-02-15,11.404166666666667,12.1
0060,2025-02-18,4.504166666666666,5.1
0060,2025-02-21,5.4625,4.8
0060,2025-02-24,11.7875,12.3
0060,2025-02-27,13.3125,13.5
0060,2025-03-02,4.020833333333333,3.5
0060,2025-03-05,5.225,5
0060,2025-03-08,4.170833333333333,NA
0060,2025-03-11,5.970833333333333,5.6
0060,2025-03-14,17.6,18.6
0060,2025-03-17,3.875,3.6
0060,2025-03-20,5.208333333333334,5.2
0060,2025-03-23,5.55,5.5
0060,2025-03-26,4.420833333333333,4.4
0060,2025-03-29,14.304166666666667,10.2
0060,2025-04-01,3.6083333333333334,3.5
0060,2025-04-04,3.8375,6.3
0060,2025-04-07,5.295833333333333,6.7
0060,2025-04-10,8.170833333333333,10.1
0060,2025-04-13,8.629166666666666,9.6
0060,2025-04-16,4.645833333333334,5.5
0060,2025-04-19,8.627272727272727,NA
0060,2025-04-22,4.379166666666666,5.2
0060,2025-04-25,8.025,9.8
0060,2025-04-26,3.9208333333333334,3.9
0060,2025-04-28,8.058333333333334,9.7
0060,2025-05-01,7.941666666666666,9.2
0065,2024-11-02,5.541666666666667,8.7
0065,2024-11-05,10.229166666666666,14.1
0065,2024-11-08,7.075,6.6
0065,2024-11-11,3.4875,3.3
0065,2024-11-14,4.3375,3.9
0065,2024-11-17,11.104166666666666,12.2
0065,2024-11-20,5.8875,5.2
0065,2024-11-23,2.775,2.3
0065,2024-11-26,5.891666666666667,4.8
0065,2024-11-29,6.9625,NA
0065,2024-12-02,8.370833333333334,NA
0065,2024-12-04,13.0375,12
0065,2024-12-05,4.275,4.1
0065,2024-12-06,4.4375,6.4
0065,2024-12-08,8.008333333333333,8.2
0065,2024-12-11,9.916666666666666,8.8
0065,2024-12-14,10.7375,11.1
0065,2024-12-17,9.783333333333333,9.4
0065,2024-12-20,9.766666666666666,9.3
0065,2024-12-23,11.35,13.3
0065,2024-12-26,9.029166666666667,8
0065,2024-12-29,4.125,3.6
0065,2025-01-01,3.6875,2.5
0065,2025-01-04,3.6166666666666667,3.5
0065,2025-01-07,3.0708333333333333,2.7
0065,2025-01-10,22.295833333333334,26.1
0065,2025-01-13,5.845833333333333,6.2
0065,2025-01-16,19.145833333333332,18.9
0065,2025-01-19,3.7,3.5
0065,2025-01-22,14.245833333333334,16.4
0065,2025-01-25,17.291666666666668,16.6
0065,2025-01-28,6.1375,7.4
0065,2025-01-31,10.825,12.6
0065,2025-02-03,18.191666666666666,18.5
0065,2025-02-06,9.1875,9.8
0065,2025-02-09,8.125,7
0065,2025-02-12,15.591666666666667,14.5
0065,2025-02-15,13.15,18.1
0065,2025-02-18,5.8875,6.7
0065,2025-02-21,5.883333333333334,5.8
0065,2025-02-24,13.504166666666666,NA
0065,2025-02-27,14.954166666666667,15
0065,2025-03-02,4.941666666666666,4.6
0065,2025-03-03,10.7125,10.5
0065,2025-03-05,6.845833333333333,7
0065,2025-03-08,5.35,4.6
0065,2025-03-11,7.8954545454545455,8.4
0065,2025-03-14,18.654166666666665,20.7
0065,2025-03-17,4.7625,4.5
0065,2025-03-20,6.454166666666667,6.8
0065,2025-03-23,7.6,8.6
0065,2025-03-26,5.820833333333333,13
0065,2025-03-29,15.229166666666666,6.7
0065,2025-04-01,4.0875,3
0065,2025-04-04,3.8583333333333334,6.1
0065,2025-04-07,5.808333333333334,7.5
0065,2025-04-10,8.895652173913044,9.2
0065,2025-04-13,9,11.2
0065,2025-04-16,5.458333333333333,6.9
0065,2025-04-19,9.15,9.6
0065,2025-04-22,5.354166666666666,7.1
0065,2025-04-25,8.1375,11
0065,2025-04-28,9.870833333333334,15.2
0065,2025-05-01,7.266666666666667,9.2
0073,2024-11-02,3.8333333333333335,2.9
0073,2024-11-05,5.216666666666667,5.3
0073,2024-11-08,6.3875,5.3
0073,2024-11-11,3.2416666666666667,2.5
0073,2024-11-14,3.1083333333333334,2.5
0073,2024-11-17,7.6000000000000005,6.2
0073,2024-11-20,4.4625,3.2
0073,2024-11-23,1.9833333333333334,1.7
0073,2024-11-26,5.520833333333333,4.9
0073,2024-11-29,6.804166666666667,5.5
0073,2024-12-02,8.9625,7.8
0073,2024-12-05,4.141666666666667,2.7
0073,2024-12-08,7.445833333333334,7.3
0073,2024-12-11,9.5375,NA
0073,2024-12-14,9.041666666666666,9
0073,2024-12-17,8.3125,7
0073,2024-12-20,9.195833333333333,7.3
0073,2024-12-23,6.7875,6
0073,2024-12-26,7.708333333333333,6.4
0073,2024-12-29,3.158333333333333,2.6
0073,2025-01-01,4.1125,2.4
0073,2025-01-04,4.25,3.7
0073,2025-01-07,4.975,3.1
0073,2025-01-10,16.666666666666668,16.8
0073,2025-01-13,7.0249999999999995,5.8
0073,2025-01-16,14.9375,NA
0073,2025-01-19,3.466666666666667,2.2
0073,2025-01-22,8.393333333333333,9.5
0073,2025-01-23,10.8375,10.7
0073,2025-01-25,14.5375,14
0073,2025-01-28,5.6875,5.2
0073,2025-01-31,6.745833333333334,5.3
0073,2025-02-03,13.6625,13.1
0073,2025-02-06,7.775,7.2
0073,2025-02-09,8.433333333333334,7.7
0073,2025-02-12,11.433333333333334,11.7
0073,2025-02-15,8.6375,8.1
0073,2025-02-18,6.775,6.9
0073,2025-02-21,7.233333333333333,5.3
0073,2025-02-24,9.6875,9.1
0073,2025-02-27,13.095833333333333,12.6
0073,2025-03-02,5.295833333333333,3.6
0073,2025-03-05,4.6625,3.8
0073,2025-03-08,4.904166666666667,3.8
0073,2025-03-11,5.7125,5.3
0073,2025-03-14,9.804166666666667,8.8
0073,2025-03-17,4.004166666666666,3.4
0073,2025-03-20,5.095833333333333,4.8
0073,2025-03-23,4.4,4
0073,2025-03-26,3.875,3.9
0073,2025-03-29,13.033333333333333,12.5
0073,2025-04-01,3.433333333333333,1.8
0073,2025-04-04,2.495833333333333,4.2
0073,2025-04-07,5.1375,6.5
0073,2025-04-10,7.745833333333334,7.9
0073,2025-04-13,4.954166666666667,5.5
0073,2025-04-16,4.041666666666667,4.8
0073,2025-04-19,8.762500000000001,9.5
0073,2025-04-22,2.7083333333333335,3.7
0073,2025-04-25,5.291666666666667,5.8
0073,2025-04-28,3.35,NA
0073,2025-04-30,2.2416666666666667,2.4
0073,2025-05-01,5.2125,6.2
