Date,0034,0038,0045,0060,0065,0073
2024-11-02,2.9,3.75,1.5,4.7,8.7,2.9
2024-11-05,5.6,6.4,4,9.1,14.1,5.3
2024-11-08,5.2,4.45,5.5,5.7,6.6,5.3
2024-11-11,2.8,2.95,3.7,3.3,3.3,2.5
2024-11-14,2.6,8.15,2.3,6.3,3.9,2.5
2024-11-17,5.8,9.75,5.6,8.9,12.2,6.2
2024-11-20,3.3,6.65,NA,7,5.2,3.2
2024-11-23,1.4,1.5,1.2,1.4,2.3,1.7
2024-11-26,4,4.45,NA,4.6,4.8,4.9
2024-11-29,6.3,6.45,2.9,7.3,NA,5.5
2024-12-02,7.9,8.25,3.4,8,NA,7.8
2024-12-05,1.7,2,1.8,NA,4.1,2.7
2024-12-08,7.3,9.850000000000001,3.2,9.2,8.2,7.3
2024-12-11,7,8.4,3.6,7.8,8.8,NA
2024-12-14,9.3,12.600000000000001,5.2,11.3,11.1,9
2024-12-17,8.3,8.25,5.2,8.6,9.4,7
2024-12-20,7.4,8.9,4.4,9.4,9.3,7.3
2024-12-23,6.4,9.4,4,9.4,13.3,6
2024-12-26,6.8,11.2,5,NA,8,6.4
2024-12-29,3.2,6.45,2.5,NA,3.6,2.6
2025-01-01,2.2,2.45,4.1,2.7,2.5,2.4
2025-01-04,2.5,3.15,5.2,3.1,3.5,3.7
2025-01-07,1.3,1.65,2.7,2.7,2.7,3.1
2025-01-10,16.5,24.950000000000003,15.1,22.2,26.1,16.8
2025-01-13,5.2,5.550000000000001,5,5.7,6.2,5.8
2025-01-16,NA,17.25,18.2,18.2,18.9,NA
2025-01-19,2.2,1.95,2,2.4,3.5,2.2
2025-01-22,8.4,12.4,8,11.4,16.4,9.5
2025-01-25,14.5,15.05,12,14.7,16.6,14
2025-01-28,5.2,5.35,5.2,5.8,7.4,5.2
2025-01-31,7,15,6.5,10.4,12.6,5.3
2025-02-03,13.8,17.5,10.7,16.3,18.5,13.1
2025-02-06,7.7,8.35,9.4,9.2,9.8,7.2
2025-02-09,7.2,7.75,10.2,7.5,7,7.7
2025-02-12,14.6,16.549999999999997,12.8,NA,14.5,11.7
2025-02-15,8.9,13.6,7.7,12.1,18.1,8.1
2025-02-18,3.7,5,6.5,5.1,6.7,6.9
2025-02-21,4.4,4.550000000000001,6,4.8,5.8,5.3
2025-02-24,9.5,12.35,8.9,12.3,NA,9.1
2025-02-27,12.7,14.7,11.1,13.5,15,12.6
2025-03-02,2.9,2.9,3.5,3.5,4.6,3.6
2025-03-05,4.2,5,2.8,5,7,3.8
2025-03-08,2.9,3.1,4.3,NA,4.6,3.8
2025-03-11,5.5,5.2,5,5.6,8.4,5.3
2025-03-14,10.3,17.15,9.7,18.6,20.7,8.8
2025-03-17,2.8,3.6,6.4,3.6,4.5,3.4
2025-03-20,4.6,6.25,6.4,5.2,6.8,4.8
2025-03-23,3.9,7.35,4.2,5.5,8.6,4
2025-03-26,4.2,5.35,4.1,4.4,13,3.9
2025-03-29,11,14.3,14.8,10.2,6.7,12.5
2025-04-01,3.9,4.75,NA,3.5,3,1.8
2025-04-04,4.4,5.9,NA,6.3,6.1,4.2
2025-04-07,5.9,7.3,7.5,6.7,7.5,6.5
2025-04-10,8.9,10.4,9.2,10.1,9.2,7.9
2025-04-13,7.2,8.95,7.1,9.6,11.2,5.5
2025-04-16,4.2,3.6,6.6,5.5,6.9,4.8
2025-04-19,8.8,9.399999999999999,12.5,NA,9.6,9.5
2025-04-22,3.7,5.85,6.2,5.2,7.1,3.7
2025-04-25,5.5,8.95,6.4,9.8,11,5.8
2025-04-28,4.3,11.15,5.5,9.7,15.2,NA
2025-05-01,6.8,9.85,6.3,9.2,9.2,6.2
2025-04-11,NA,7.050000000000001,NA,NA,NA,NA
2024-11-28,NA,NA,1.8,NA,NA,NA
2025-04-05,NA,NA,6.8,NA,NA,NA
2024-12-07,NA,NA,NA,7.6,NA,NA
2024-12-28,NA,NA,NA,4.8,NA,NA
2025-01-05,NA,NA,NA,10.7,NA,NA
2025-04-26,NA,NA,NA,3.9,NA,NA
2024-12-04,NA,NA,NA,NA,12,NA
2024-12-06,NA,NA,NA,NA,6.4,NA
2025-03-03,NA,NA,NA,NA,10.5,NA
2025-01-23,NA,NA,NA,NA,NA,10.7
2025-04-30,NA,NA,NA,NA,NA,2.4
