station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-10-02 22:37,62,42,4,347,NP,M
CLE,CLEVELAND,2024-10-02 22:38,62,43,4,348,NP,0.0
CLE,CLEVELAND,2024-10-02 22:39,62,44,4,351,NP,0.0
CLE,CLEVELAND,2024-10-02 22:40,62,44,4,355,NP,0.0
CLE,CLEVELAND,2024-10-02 22:41,62,43,4,359,NP,0.0
CLE,CLEVELAND,2024-10-02 22:42,62,42,4,2,NP,0.0
CLE,CLEVELAND,2024-10-02 22:43,62,42,4,3,NP,0.0
CLE,CLEVELAND,2024-10-02 22:44,62,43,4,7,NP,0.0
CLE,CLEVELAND,2024-10-02 22:45,62,43,4,14,NP,0.0
CLE,CLEVELAND,2024-10-02 22:46,62,43,3,14,NP,0.0
CLE,CLEVELAND,2024-10-02 22:47,62,43,4,8,NP,0.0
CLE,CLEVELAND,2024-10-02 22:48,61,43,4,4,NP,0.0
CLE,CLEVELAND,2024-10-02 22:49,62,43,4,8,NP,0.0
CLE,CLEVELAND,2024-10-02 22:50,62,42,4,11,NP,0.0
CLE,CLEVELAND,2024-10-02 22:51,62,42,3,9,NP,0.0
CLE,CLEVELAND,2024-10-02 22:52,62,42,3,10,NP,0.0
CLE,CLEVELAND,2024-10-02 22:53,62,42,3,14,NP,0.0
CLE,CLEVELAND,2024-10-02 22:54,62,42,3,15,NP,0.0
CLE,CLEVELAND,2024-10-02 22:55,62,43,3,17,NP,0.0
CLE,CLEVELAND,2024-10-02 22:56,62,42,3,17,NP,0.0
CLE,CLEVELAND,2024-10-02 22:57,62,42,3,12,NP,0.0
CLE,CLEVELAND,2024-10-02 22:58,61,43,3,13,NP,0.0
CLE,CLEVELAND,2024-10-02 22:59,61,43,3,17,NP,0.0
CLE,CLEVELAND,2024-10-02 23:00,62,42,3,13,NP,0.0
CLE,CLEVELAND,2024-10-02 23:01,62,42,4,17,NP,0.0
CLE,CLEVELAND,2024-10-02 23:02,61,43,4,19,NP,0.0
CLE,CLEVELAND,2024-10-02 23:03,60,43,4,13,NP,0.0
CLE,CLEVELAND,2024-10-02 23:04,60,43,4,12,NP,0.0
CLE,CLEVELAND,2024-10-02 23:05,60,44,4,12,NP,0.0
CLE,CLEVELAND,2024-10-02 23:06,60,43,5,12,NP,0.0
CLE,CLEVELAND,2024-10-02 23:07,60,43,5,15,NP,0.0
CLE,CLEVELAND,2024-10-02 23:08,60,43,5,20,NP,0.0
CLE,CLEVELAND,2024-10-02 23:09,60,44,5,22,NP,0.0
