t30,station,station_name,temp_c,rh,wind_speed_kn,wind_dir_deg,precip_30min,rain,snow,n_obs
2024-10-02T21:30:00Z,BKL,Cleveland Burke Lakefront,18.88888888888889,46.043805209701304,2.857142857142857,4.919245534225976,0,FALSE,TRUE,7
2024-10-02T22:00:00Z,BKL,Cleveland Burke Lakefront,18.38888888888889,46.562862858425056,1.5333333333333334,48.545124006114015,0,FALSE,TRUE,30
2024-10-02T22:30:00Z,BKL,Cleveland Burke Lakefront,18.203703703703702,46.69378378201799,0.8,35.40027546261537,0,FALSE,TRUE,30
2024-10-02T23:00:00Z,BKL,Cleveland Burke Lakefront,17.555555555555557,46.09874180225941,1,4.608488971481249,0,FALSE,FALSE,30
2024-10-02T23:30:00Z,BKL,Cleveland Burke Lakefront,17.22222222222222,44.64460976369679,0.7666666666666667,205.44342725717175,0,FALSE,FALSE,30
2024-10-03T00:00:00Z,BKL,Cleveland Burke Lakefront,16.85823754789272,51.14111395637143,1.3793103448275863,121.89156250330689,0,FALSE,FALSE,29
2024-10-03T00:30:00Z,BKL,Cleveland Burke Lakefront,16.62962962962963,53.503015146990826,2.333333333333333,128.91561880181845,0,FALSE,FALSE,30
2024-10-03T01:00:00Z,BKL,Cleveland Burke Lakefront,16.38888888888889,53.648173752508995,2.7,132.03300997457708,0,FALSE,FALSE,30
2024-10-03T01:30:00Z,BKL,Cleveland Burke Lakefront,15.777777777777777,58.53645561829041,3.5,133.13413089825536,0.01,FALSE,FALSE,30
2024-10-03T02:00:00Z,BKL,Cleveland Burke Lakefront,14.777777777777779,62.329789873542836,4.7,154.30285402270457,0,FALSE,FALSE,30
2024-10-03T02:30:00Z,BKL,Cleveland Burke Lakefront,14.5,64.09573494273661,5.566666666666666,154.59956933970432,0,FALSE,FALSE,30
2024-10-03T03:00:00Z,BKL,Cleveland Burke Lakefront,14.12962962962963,66.84980612661921,6.166666666666667,155.56759974885725,0,FALSE,FALSE,30
2024-10-03T03:30:00Z,BKL,Cleveland Burke Lakefront,13.88888888888889,67.19270393401706,6.2,157.4998426017044,0,FALSE,FALSE,30
2024-10-03T04:00:00Z,BKL,Cleveland Burke Lakefront,13.87037037037037,66.6762498986446,6.866666666666666,152.1997999987115,0,FALSE,FALSE,30
2024-10-03T04:30:00Z,BKL,Cleveland Burke Lakefront,13.685185185185185,69.14873729970576,9.1,147.00001015778136,0,FALSE,TRUE,30
2024-10-03T05:00:00Z,BKL,Cleveland Burke Lakefront,13.444444444444445,69.44220653284772,10.266666666666667,149.5331567422438,0,FALSE,TRUE,30
2024-10-03T05:30:00Z,BKL,Cleveland Burke Lakefront,13.38888888888889,68.80139190729085,10.4,150.93355812321488,0,FALSE,TRUE,30
2024-10-03T06:00:00Z,BKL,Cleveland Burke Lakefront,13.351851851851853,68.45073131855004,9.8,156.2327879757039,0,FALSE,TRUE,30
2024-10-03T06:30:00Z,BKL,Cleveland Burke Lakefront,13.203703703703704,67.0495916191401,9.933333333333334,158.40008693670933,0,FALSE,FALSE,30
2024-10-03T07:00:00Z,BKL,Cleveland Burke Lakefront,13.018518518518519,67.86910058094836,9.766666666666667,157.4005034185435,0,FALSE,FALSE,30
2024-10-03T07:30:00Z,BKL,Cleveland Burke Lakefront,12.925925925925927,68.27885506185248,10.6,151.2329788306851,0,FALSE,FALSE,30
2024-10-03T08:00:00Z,BKL,Cleveland Burke Lakefront,12.981481481481483,68.03300237331001,10.766666666666667,148.79995612647278,0,FALSE,FALSE,30
2024-10-03T08:30:00Z,BKL,Cleveland Burke Lakefront,13.166666666666668,67.21349341150176,11.366666666666667,151.4335120994838,0,FALSE,FALSE,30
