station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-11-01 00:00,73,60,13,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:01,73,60,14,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:02,73,60,14,223,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:03,73,60,15,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:04,73,60,16,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:05,74,60,17,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:06,74,59,16,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:07,73,60,14,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:08,73,60,13,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:09,73,60,13,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:10,73,59,14,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:11,73,59,15,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:12,73,59,17,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:13,74,59,17,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:14,74,59,15,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:15,73,59,15,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:16,74,59,17,216,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:17,73,59,16,219,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:18,73,59,15,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:19,73,59,15,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:20,73,59,15,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:21,73,59,16,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:22,73,59,16,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:23,73,59,13,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:24,73,59,12,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:25,73,59,13,205,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:26,73,58,13,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:27,73,58,15,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:28,73,58,18,214,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:29,74,58,18,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:30,73,58,18,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:31,73,58,20,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:32,73,57,20,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:33,73,57,21,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:34,74,57,22,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:35,74,57,23,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:36,73,57,21,225,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:37,73,57,21,230,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:38,73,57,19,227,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:39,73,57,20,224,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:40,73,57,18,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:41,73,57,16,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:42,73,57,15,206,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:43,73,57,15,205,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:44,73,57,18,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:45,73,57,16,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:46,73,57,17,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:47,73,56,23,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:48,73,56,22,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:49,73,56,22,216,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:50,73,56,22,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:51,73,56,19,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:52,73,56,21,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:53,72,56,22,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:54,72,56,22,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:55,72,56,21,214,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:56,72,56,20,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:57,72,56,18,226,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:58,72,56,21,226,NP,0.0
BKL,Cleveland Burke Lakefront,2024-11-01 00:59,72,56,26,225,NP,0.0
