station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-06-01 00:00,68,48,6,17,?2,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:01,68,49,6,16,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:02,68,48,6,16,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:03,68,48,5,14,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:04,68,49,5,16,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:05,68,49,5,19,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:06,68,49,5,20,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:07,68,48,5,22,S-,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:08,68,47,6,22,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:09,68,48,6,24,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:10,68,48,6,27,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:11,68,47,6,27,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:12,68,47,6,28,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:13,68,48,6,27,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:14,68,48,6,25,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:15,68,48,5,24,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:16,68,48,5,21,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:17,68,47,6,20,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:18,68,47,6,20,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:19,68,48,5,19,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:20,68,48,5,17,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:21,68,48,5,17,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:22,68,47,6,20,S-,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:23,68,47,6,20,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:24,68,48,5,19,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:25,67,48,5,20,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:26,67,48,5,21,?2,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:27,67,48,5,21,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:28,67,48,5,21,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:29,67,48,5,23,?2,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:30,67,48,6,23,S-,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:31,67,47,6,21,S-,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:32,67,47,6,20,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:33,67,48,5,19,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:34,67,48,5,17,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:35,67,48,5,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:36,67,48,5,12,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:37,67,48,5,16,?3,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:38,67,48,6,20,S-,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:39,67,47,6,22,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:40,67,48,6,24,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:41,67,48,6,27,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:42,67,49,6,28,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:43,67,49,6,29,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:44,67,49,6,29,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:45,67,49,6,29,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:46,67,49,5,30,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:47,66,49,5,31,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:48,66,50,6,30,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:49,66,50,6,30,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:50,66,50,5,29,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:51,66,50,5,27,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:52,66,50,5,26,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:53,66,50,6,27,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:54,66,49,6,28,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:55,67,49,6,27,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:56,66,50,6,30,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:57,66,50,6,33,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:58,66,50,6,32,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 00:59,66,50,6,30,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:00,66,50,6,32,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:01,66,50,5,32,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:02,66,50,5,32,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:03,66,50,5,32,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:04,66,50,5,31,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:05,66,50,5,32,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:06,66,50,5,35,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:07,66,50,5,39,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:08,66,50,5,38,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:09,66,50,5,37,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:10,66,50,5,38,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:11,66,50,5,38,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:12,66,50,5,38,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:13,66,50,5,40,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:14,66,50,5,40,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:15,66,50,5,39,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:16,66,49,6,38,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:17,66,49,6,38,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:18,66,49,5,39,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:19,66,49,5,39,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:20,66,49,5,40,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:21,66,49,6,41,?1,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:22,66,49,6,41,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:23,66,49,5,42,?0,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:24,66,49,5,46,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:25,66,50,5,50,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:26,66,50,5,51,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:27,66,50,5,51,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:28,66,50,5,52,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:29,66,50,6,52,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:30,66,49,6,50,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:31,66,49,6,48,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:32,66,49,6,46,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:33,66,49,5,48,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:34,66,48,5,49,NP,0.0
BKL,Cleveland Burke Lakefront,2024-06-01 01:35,66,48,5,49,NP,0.0
