station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-12-01 00:00,27,11,7,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:01,27,11,7,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:02,27,11,7,214,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:03,27,11,7,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:04,26,11,8,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:05,26,11,8,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:06,27,11,7,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:07,26,11,7,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:08,26,11,8,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:09,27,11,9,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:10,27,11,8,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:11,27,11,8,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:12,26,11,9,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:13,27,11,9,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:14,27,11,9,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:15,27,11,9,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:16,27,11,9,214,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:17,27,11,9,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:18,28,11,7,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:19,27,11,7,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:20,27,11,7,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:21,28,11,7,202,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:22,28,11,7,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:23,27,11,7,202,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:24,27,11,8,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:25,28,11,9,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:26,28,11,8,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:27,27,11,6,192,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:28,27,11,6,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:29,27,11,7,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:30,26,11,7,190,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:31,27,11,7,189,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:32,27,11,7,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:33,27,11,7,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:34,27,11,7,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:35,26,11,7,199,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:36,27,11,7,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:37,27,11,7,193,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:38,27,11,7,191,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:39,27,11,7,190,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:40,27,11,8,193,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:41,27,12,8,195,NP,0.0
BKL,Cleveland Burke Lakefront,2024-12-01 00:42,27,12,9,198,NP,0.0
