station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-03-01 05:00,33,17,8,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:01,33,17,9,198,NP,0.0
CLE,CLEVELAND,2024-03-01 05:02,33,17,9,197,NP,0.0
CLE,CLEVELAND,2024-03-01 05:03,33,17,9,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:04,33,17,9,197,NP,0.0
CLE,CLEVELAND,2024-03-01 05:05,33,17,8,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:06,33,17,8,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:07,33,17,7,194,NP,0.0
CLE,CLEVELAND,2024-03-01 05:08,32,17,8,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:09,33,17,8,193,NP,0.0
CLE,CLEVELAND,2024-03-01 05:10,32,17,8,189,NP,0.0
CLE,CLEVELAND,2024-03-01 05:11,33,17,7,191,NP,0.0
CLE,CLEVELAND,2024-03-01 05:12,33,17,7,194,NP,0.0
CLE,CLEVELAND,2024-03-01 05:13,33,17,7,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:14,32,17,8,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:15,32,17,7,193,NP,0.0
CLE,CLEVELAND,2024-03-01 05:16,33,17,7,192,NP,0.0
CLE,CLEVELAND,2024-03-01 05:17,33,17,8,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:18,32,17,7,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:19,32,17,7,193,NP,0.0
CLE,CLEVELAND,2024-03-01 05:20,32,17,7,196,NP,0.0
CLE,CLEVELAND,2024-03-01 05:21,33,17,7,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:22,33,17,8,193,NP,0.0
CLE,CLEVELAND,2024-03-01 05:23,32,17,8,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:24,32,17,8,198,NP,0.0
CLE,CLEVELAND,2024-03-01 05:25,33,17,8,195,NP,0.0
CLE,CLEVELAND,2024-03-01 05:26,32,17,7,192,NP,0.0
