station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-05-01 00:00,66,48,5,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:01,66,47,5,293,NP,0.0
CLE,CLEVELAND,2024-05-01 00:02,66,48,5,300,NP,0.0
CLE,CLEVELAND,2024-05-01 00:03,66,48,6,309,NP,0.0
CLE,CLEVELAND,2024-05-01 00:04,66,48,5,307,NP,0.0
CLE,CLEVELAND,2024-05-01 00:05,66,48,5,297,NP,0.0
CLE,CLEVELAND,2024-05-01 00:06,66,48,5,292,NP,0.0
CLE,CLEVELAND,2024-05-01 00:07,66,48,5,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:08,65,48,5,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:09,65,48,6,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:10,65,48,5,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:11,65,48,5,294,NP,0.0
CLE,CLEVELAND,2024-05-01 00:12,65,48,6,300,NP,0.0
CLE,CLEVELAND,2024-05-01 00:13,65,48,6,303,NP,0.0
CLE,CLEVELAND,2024-05-01 00:14,65,48,6,298,NP,0.0
CLE,CLEVELAND,2024-05-01 00:15,65,48,6,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:16,64,48,5,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:17,65,48,5,295,NP,0.0
CLE,CLEVELAND,2024-05-01 00:18,65,48,5,296,NP,0.0
CLE,CLEVELAND,2024-05-01 00:19,64,48,5,289,NP,0.0
CLE,CLEVELAND,2024-05-01 00:20,65,48,4,287,NP,0.0
CLE,CLEVELAND,2024-05-01 00:21,65,48,4,287,NP,0.0
CLE,CLEVELAND,2024-05-01 00:22,65,48,4,288,NP,0.0
CLE,CLEVELAND,2024-05-01 00:23,65,48,4,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:24,65,48,4,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:25,65,48,4,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:26,65,48,4,292,NP,0.0
CLE,CLEVELAND,2024-05-01 00:27,65,48,4,288,NP,0.0
CLE,CLEVELAND,2024-05-01 00:28,65,48,4,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:29,64,48,4,298,NP,0.0
CLE,CLEVELAND,2024-05-01 00:30,64,48,4,290,NP,0.0
CLE,CLEVELAND,2024-05-01 00:31,63,48,4,285,NP,0.0
CLE,CLEVELAND,2024-05-01 00:32,63,48,4,291,NP,0.0
CLE,CLEVELAND,2024-05-01 00:33,63,48,4,291,NP,0.0
CLE,CLEVELAND,2024-05-01 00:34,63,48,3,287,NP,0.0
CLE,CLEVELAND,2024-05-01 00:35,62,48,3,282,NP,0.0
CLE,CLEVELAND,2024-05-01 00:36,63,48,3,279,NP,0.0
CLE,CLEVELAND,2024-05-01 00:37,64,48,4,279,NP,0.0
CLE,CLEVELAND,2024-05-01 00:38,63,48,3,283,NP,0.0
CLE,CLEVELAND,2024-05-01 00:39,64,48,3,284,NP,0.0
CLE,CLEVELAND,2024-05-01 00:40,64,48,3,283,NP,0.0
CLE,CLEVELAND,2024-05-01 00:41,63,48,3,281,NP,0.0
CLE,CLEVELAND,2024-05-01 00:42,63,48,3,273,NP,0.0
CLE,CLEVELAND,2024-05-01 00:43,63,48,2,265,NP,0.0
CLE,CLEVELAND,2024-05-01 00:44,64,48,2,268,NP,0.0
CLE,CLEVELAND,2024-05-01 00:45,64,48,2,270,NP,0.0
CLE,CLEVELAND,2024-05-01 00:46,64,48,2,270,NP,0.0
CLE,CLEVELAND,2024-05-01 00:47,64,48,2,276,NP,0.0
CLE,CLEVELAND,2024-05-01 00:48,63,48,2,278,NP,0.0
CLE,CLEVELAND,2024-05-01 00:49,63,48,2,277,NP,0.0
CLE,CLEVELAND,2024-05-01 00:50,63,48,3,277,NP,0.0
CLE,CLEVELAND,2024-05-01 00:51,63,48,3,276,NP,0.0
CLE,CLEVELAND,2024-05-01 00:52,63,48,3,275,NP,0.0
CLE,CLEVELAND,2024-05-01 00:53,63,48,3,270,NP,0.0
CLE,CLEVELAND,2024-05-01 00:54,64,48,2,268,NP,0.0
CLE,CLEVELAND,2024-05-01 00:55,64,48,2,263,NP,0.0
CLE,CLEVELAND,2024-05-01 00:56,64,48,2,255,NP,0.0
CLE,CLEVELAND,2024-05-01 00:57,64,48,2,252,NP,0.0
CLE,CLEVELAND,2024-05-01 00:58,64,48,2,255,NP,0.0
CLE,CLEVELAND,2024-05-01 00:59,64,48,2,260,?0,0.0
CLE,CLEVELAND,2024-05-01 01:00,64,48,2,262,NP,0.0
CLE,CLEVELAND,2024-05-01 01:01,64,48,2,263,NP,0.0
CLE,CLEVELAND,2024-05-01 01:02,64,48,2,264,NP,0.0
CLE,CLEVELAND,2024-05-01 01:03,64,48,2,264,NP,0.0
CLE,CLEVELAND,2024-05-01 01:04,64,48,2,257,NP,0.0
CLE,CLEVELAND,2024-05-01 01:05,64,48,2,246,NP,0.0
CLE,CLEVELAND,2024-05-01 01:06,64,48,3,249,NP,0.0
CLE,CLEVELAND,2024-05-01 01:07,64,48,3,253,NP,0.0
CLE,CLEVELAND,2024-05-01 01:08,63,48,3,252,NP,0.0
CLE,CLEVELAND,2024-05-01 01:09,63,48,3,250,NP,0.0
CLE,CLEVELAND,2024-05-01 01:10,63,48,3,245,NP,0.0
CLE,CLEVELAND,2024-05-01 01:11,64,48,3,245,NP,0.0
CLE,CLEVELAND,2024-05-01 01:12,63,48,3,243,NP,0.0
CLE,CLEVELAND,2024-05-01 01:13,63,48,3,238,NP,0.0
CLE,CLEVELAND,2024-05-01 01:14,64,48,3,234,NP,0.0
CLE,CLEVELAND,2024-05-01 01:15,65,48,2,229,NP,0.0
CLE,CLEVELAND,2024-05-01 01:16,65,48,2,225,NP,0.0
CLE,CLEVELAND,2024-05-01 01:17,64,48,2,219,NP,0.0
CLE,CLEVELAND,2024-05-01 01:18,64,48,3,217,NP,0.0
CLE,CLEVELAND,2024-05-01 01:19,64,48,3,219,NP,0.0
CLE,CLEVELAND,2024-05-01 01:20,63,48,3,219,NP,0.0
CLE,CLEVELAND,2024-05-01 01:21,64,48,3,216,NP,0.0
CLE,CLEVELAND,2024-05-01 01:22,64,47,2,215,NP,0.0
CLE,CLEVELAND,2024-05-01 01:23,63,47,2,218,NP,0.0
CLE,CLEVELAND,2024-05-01 01:24,63,47,2,217,NP,0.0
CLE,CLEVELAND,2024-05-01 01:25,64,48,2,215,NP,0.0
CLE,CLEVELAND,2024-05-01 01:26,63,48,3,215,NP,0.0
CLE,CLEVELAND,2024-05-01 01:27,62,48,3,216,NP,0.0
CLE,CLEVELAND,2024-05-01 01:28,62,47,3,216,NP,0.0
