station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-12-01 01:28,M,M,5,194,M,M
CLE,CLEVELAND,2024-12-01 01:29,M,M,6,196,M,M
CLE,CLEVELAND,2024-12-01 01:30,M,M,6,198,M,M
CLE,CLEVELAND,2024-12-01 01:31,M,M,5,194,M,M
CLE,CLEVELAND,2024-12-01 01:32,22,11,5,195,NP,0.0
CLE,CLEVELAND,2024-12-01 01:33,22,11,6,196,NP,0.0
CLE,CLEVELAND,2024-12-01 01:34,23,12,6,194,NP,0.0
CLE,CLEVELAND,2024-12-01 01:35,22,12,6,197,NP,0.0
CLE,CLEVELAND,2024-12-01 01:36,23,12,6,198,NP,0.0
CLE,CLEVELAND,2024-12-01 01:37,22,12,6,202,NP,0.0
CLE,CLEVELAND,2024-12-01 01:38,22,12,5,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:39,22,12,5,209,NP,0.0
CLE,CLEVELAND,2024-12-01 01:40,22,12,5,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:41,23,12,6,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:42,23,12,6,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:43,22,12,5,199,NP,0.0
CLE,CLEVELAND,2024-12-01 01:44,22,12,5,198,NP,0.0
CLE,CLEVELAND,2024-12-01 01:45,22,12,6,203,NP,0.0
CLE,CLEVELAND,2024-12-01 01:46,22,12,6,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:47,22,12,6,207,NP,0.0
CLE,CLEVELAND,2024-12-01 01:48,22,12,6,204,NP,0.0
CLE,CLEVELAND,2024-12-01 01:49,22,12,6,204,NP,0.0
CLE,CLEVELAND,2024-12-01 01:50,22,12,6,202,NP,0.0
CLE,CLEVELAND,2024-12-01 01:51,22,12,7,199,NP,0.0
CLE,CLEVELAND,2024-12-01 01:52,22,12,6,205,NP,0.0
CLE,CLEVELAND,2024-12-01 01:53,22,12,5,211,NP,0.0
CLE,CLEVELAND,2024-12-01 01:54,22,12,6,210,NP,0.0
CLE,CLEVELAND,2024-12-01 01:55,22,12,5,217,NP,0.0
CLE,CLEVELAND,2024-12-01 01:56,21,11,5,224,NP,0.0
CLE,CLEVELAND,2024-12-01 01:57,20,11,5,223,NP,0.0
CLE,CLEVELAND,2024-12-01 01:58,21,12,5,208,NP,0.0
CLE,CLEVELAND,2024-12-01 01:59,21,12,5,203,NP,0.0
CLE,CLEVELAND,2024-12-01 02:00,21,11,5,209,NP,0.0
CLE,CLEVELAND,2024-12-01 02:01,21,11,4,204,NP,0.0
CLE,CLEVELAND,2024-12-01 02:02,21,11,5,205,NP,0.0
CLE,CLEVELAND,2024-12-01 02:03,21,11,5,212,NP,0.0
CLE,CLEVELAND,2024-12-01 02:04,21,11,4,218,NP,0.0
CLE,CLEVELAND,2024-12-01 02:05,20,11,4,229,NP,0.0
CLE,CLEVELAND,2024-12-01 02:06,21,11,4,236,NP,0.0
CLE,CLEVELAND,2024-12-01 02:07,21,11,4,231,NP,0.0
CLE,CLEVELAND,2024-12-01 02:08,21,12,4,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:09,21,12,4,213,NP,0.0
CLE,CLEVELAND,2024-12-01 02:10,21,11,4,212,NP,0.0
CLE,CLEVELAND,2024-12-01 02:11,21,12,3,214,NP,0.0
CLE,CLEVELAND,2024-12-01 02:12,20,11,3,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:13,20,11,3,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:14,20,11,3,213,NP,0.0
CLE,CLEVELAND,2024-12-01 02:15,21,12,4,203,NP,0.0
CLE,CLEVELAND,2024-12-01 02:16,21,12,4,201,NP,0.0
CLE,CLEVELAND,2024-12-01 02:17,20,11,5,203,NP,0.0
CLE,CLEVELAND,2024-12-01 02:18,21,11,6,205,NP,0.0
CLE,CLEVELAND,2024-12-01 02:19,21,12,5,209,NP,0.0
CLE,CLEVELAND,2024-12-01 02:20,21,12,5,209,NP,0.0
CLE,CLEVELAND,2024-12-01 02:21,22,11,6,209,NP,0.0
CLE,CLEVELAND,2024-12-01 02:22,22,12,6,212,NP,0.0
CLE,CLEVELAND,2024-12-01 02:23,21,12,5,217,NP,0.0
CLE,CLEVELAND,2024-12-01 02:24,22,12,5,218,NP,0.0
CLE,CLEVELAND,2024-12-01 02:25,21,12,5,218,NP,0.0
CLE,CLEVELAND,2024-12-01 02:26,22,12,5,217,NP,0.0
CLE,CLEVELAND,2024-12-01 02:27,22,12,5,210,NP,0.0
CLE,CLEVELAND,2024-12-01 02:28,21,12,5,214,NP,0.0
CLE,CLEVELAND,2024-12-01 02:29,21,11,5,217,NP,0.0
CLE,CLEVELAND,2024-12-01 02:30,21,11,5,216,NP,0.0
CLE,CLEVELAND,2024-12-01 02:31,21,12,5,218,NP,0.0
CLE,CLEVELAND,2024-12-01 02:32,21,12,6,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:33,22,12,6,216,NP,0.0
CLE,CLEVELAND,2024-12-01 02:34,21,12,5,214,NP,0.0
CLE,CLEVELAND,2024-12-01 02:35,21,12,6,215,NP,0.0
CLE,CLEVELAND,2024-12-01 02:36,21,12,5,215,NP,0.0
CLE,CLEVELAND,2024-12-01 02:37,21,12,5,214,NP,0.0
CLE,CLEVELAND,2024-12-01 02:38,21,12,5,215,NP,0.0
CLE,CLEVELAND,2024-12-01 02:39,21,11,5,216,NP,0.0
CLE,CLEVELAND,2024-12-01 02:40,21,12,5,214,NP,0.0
CLE,CLEVELAND,2024-12-01 02:41,21,12,5,213,NP,0.0
CLE,CLEVELAND,2024-12-01 02:42,21,12,6,213,NP,0.0
CLE,CLEVELAND,2024-12-01 02:43,21,12,6,217,NP,0.0
CLE,CLEVELAND,2024-12-01 02:44,22,12,6,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:45,22,12,7,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:46,22,12,7,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:47,22,12,7,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:48,22,12,7,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:49,22,12,8,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:50,22,12,7,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:51,22,12,7,217,NP,0.0
CLE,CLEVELAND,2024-12-01 02:52,22,12,7,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:53,22,12,8,221,NP,0.0
CLE,CLEVELAND,2024-12-01 02:54,22,12,7,220,NP,0.0
CLE,CLEVELAND,2024-12-01 02:55,22,12,7,219,NP,0.0
CLE,CLEVELAND,2024-12-01 02:56,22,12,9,221,NP,0.0
CLE,CLEVELAND,2024-12-01 02:57,23,12,9,223,NP,0.0
CLE,CLEVELAND,2024-12-01 02:58,22,12,10,222,NP,0.0
CLE,CLEVELAND,2024-12-01 02:59,22,12,10,223,NP,0.0
CLE,CLEVELAND,2024-12-01 03:00,23,12,10,223,NP,0.0
CLE,CLEVELAND,2024-12-01 03:01,22,12,10,223,NP,0.0
CLE,CLEVELAND,2024-12-01 03:02,23,12,10,224,NP,0.0
CLE,CLEVELAND,2024-12-01 03:03,23,12,10,227,NP,0.0
CLE,CLEVELAND,2024-12-01 03:04,23,12,10,229,NP,0.0
CLE,CLEVELAND,2024-12-01 03:05,23,12,9,230,NP,0.0
CLE,CLEVELAND,2024-12-01 03:06,23,12,10,233,NP,0.0
CLE,CLEVELAND,2024-12-01 03:07,23,12,11,235,NP,0.0
CLE,CLEVELAND,2024-12-01 03:08,23,12,10,234,NP,0.0
CLE,CLEVELAND,2024-12-01 03:09,23,12,10,235,NP,0.0
CLE,CLEVELAND,2024-12-01 03:10,23,12,10,236,NP,0.0
CLE,CLEVELAND,2024-12-01 03:11,22,12,10,236,NP,0.0
CLE,CLEVELAND,2024-12-01 03:12,23,12,10,235,NP,0.0
CLE,CLEVELAND,2024-12-01 03:13,22,12,10,233,NP,0.0
CLE,CLEVELAND,2024-12-01 03:14,23,12,10,233,NP,0.0
CLE,CLEVELAND,2024-12-01 03:15,22,12,9,236,NP,0.0
CLE,CLEVELAND,2024-12-01 03:16,23,12,10,237,NP,0.0
CLE,CLEVELAND,2024-12-01 03:17,23,12,11,236,NP,0.0
CLE,CLEVELAND,2024-12-01 03:18,23,12,10,235,NP,0.0
