station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-09-01 00:00,75,68,3,7,NP,0.0
CLE,CLEVELAND,2024-09-01 00:01,74,68,3,4,NP,0.0
CLE,CLEVELAND,2024-09-01 00:02,74,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:03,74,68,3,358,NP,0.0
CLE,CLEVELAND,2024-09-01 00:04,75,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:05,74,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:06,74,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:07,74,68,4,357,NP,0.0
CLE,CLEVELAND,2024-09-01 00:08,74,68,4,357,NP,0.0
CLE,CLEVELAND,2024-09-01 00:09,74,68,4,359,NP,0.0
CLE,CLEVELAND,2024-09-01 00:10,74,68,4,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:11,74,68,4,1,NP,0.0
CLE,CLEVELAND,2024-09-01 00:12,74,68,4,5,NP,0.0
CLE,CLEVELAND,2024-09-01 00:13,74,68,4,7,NP,0.0
CLE,CLEVELAND,2024-09-01 00:14,74,68,4,8,NP,0.0
CLE,CLEVELAND,2024-09-01 00:15,74,68,4,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:16,74,68,3,13,NP,0.0
CLE,CLEVELAND,2024-09-01 00:17,74,68,3,18,NP,0.0
CLE,CLEVELAND,2024-09-01 00:18,74,68,3,19,NP,0.0
CLE,CLEVELAND,2024-09-01 00:19,74,68,3,9,NP,0.0
CLE,CLEVELAND,2024-09-01 00:20,74,68,3,2,NP,0.0
CLE,CLEVELAND,2024-09-01 00:21,74,68,3,7,NP,0.0
CLE,CLEVELAND,2024-09-01 00:22,74,68,3,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:23,74,68,4,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:24,74,68,4,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:25,74,68,3,12,NP,0.0
CLE,CLEVELAND,2024-09-01 00:26,74,68,3,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:27,74,68,3,11,NP,0.0
CLE,CLEVELAND,2024-09-01 00:28,74,68,3,14,NP,0.0
CLE,CLEVELAND,2024-09-01 00:29,74,68,3,13,NP,0.0
CLE,CLEVELAND,2024-09-01 00:30,74,68,3,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:31,74,68,3,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:32,74,68,3,12,NP,0.0
CLE,CLEVELAND,2024-09-01 00:33,74,68,3,8,NP,0.0
CLE,CLEVELAND,2024-09-01 00:34,74,68,3,4,NP,0.0
CLE,CLEVELAND,2024-09-01 00:35,74,68,3,6,NP,0.0
CLE,CLEVELAND,2024-09-01 00:36,74,68,3,6,NP,0.0
CLE,CLEVELAND,2024-09-01 00:37,74,68,3,6,NP,0.0
CLE,CLEVELAND,2024-09-01 00:38,74,68,3,8,NP,0.0
CLE,CLEVELAND,2024-09-01 00:39,74,68,3,8,NP,0.0
CLE,CLEVELAND,2024-09-01 00:40,74,68,3,5,NP,0.0
CLE,CLEVELAND,2024-09-01 00:41,74,68,3,6,NP,0.0
CLE,CLEVELAND,2024-09-01 00:42,74,68,3,10,NP,0.0
CLE,CLEVELAND,2024-09-01 00:43,74,68,3,8,NP,0.0
CLE,CLEVELAND,2024-09-01 00:44,74,68,3,3,NP,0.0
CLE,CLEVELAND,2024-09-01 00:45,73,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:46,74,68,3,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:47,74,68,2,1,NP,0.0
CLE,CLEVELAND,2024-09-01 00:48,74,68,2,360,NP,0.0
CLE,CLEVELAND,2024-09-01 00:49,74,68,2,357,NP,0.0
CLE,CLEVELAND,2024-09-01 00:50,74,68,2,354,NP,0.0
CLE,CLEVELAND,2024-09-01 00:51,74,68,2,351,NP,0.0
CLE,CLEVELAND,2024-09-01 00:52,74,68,2,347,NP,0.0
CLE,CLEVELAND,2024-09-01 00:53,74,68,2,343,NP,0.0
CLE,CLEVELAND,2024-09-01 00:54,74,68,2,344,NP,0.0
CLE,CLEVELAND,2024-09-01 00:55,74,68,2,349,NP,0.0
CLE,CLEVELAND,2024-09-01 00:56,74,68,2,350,NP,0.0
CLE,CLEVELAND,2024-09-01 00:57,74,68,2,344,NP,0.0
CLE,CLEVELAND,2024-09-01 00:58,73,68,1,339,NP,0.0
CLE,CLEVELAND,2024-09-01 00:59,72,68,2,342,NP,0.0
CLE,CLEVELAND,2024-09-01 01:00,72,68,2,343,NP,0.0
CLE,CLEVELAND,2024-09-01 01:01,72,67,2,344,NP,0.0
CLE,CLEVELAND,2024-09-01 01:02,71,67,2,348,NP,0.0
CLE,CLEVELAND,2024-09-01 01:03,71,67,2,347,NP,0.0
CLE,CLEVELAND,2024-09-01 01:04,72,68,1,328,NP,0.0
CLE,CLEVELAND,2024-09-01 01:05,72,68,1,336,NP,0.0
CLE,CLEVELAND,2024-09-01 01:06,72,68,1,5,NP,0.0
CLE,CLEVELAND,2024-09-01 01:07,72,68,1,6,NP,0.0
