station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
CLE,CLEVELAND,2024-08-01 00:00,85,72,5,239,NP,0.0
CLE,CLEVELAND,2024-08-01 00:01,85,72,4,241,NP,0.0
CLE,CLEVELAND,2024-08-01 00:02,85,72,4,244,NP,0.0
CLE,CLEVELAND,2024-08-01 00:03,85,72,4,244,NP,0.0
CLE,CLEVELAND,2024-08-01 00:04,85,72,4,243,NP,0.0
CLE,CLEVELAND,2024-08-01 00:05,84,72,5,238,NP,0.0
CLE,CLEVELAND,2024-08-01 00:06,84,72,5,228,NP,0.0
CLE,CLEVELAND,2024-08-01 00:07,84,73,4,220,NP,0.0
CLE,CLEVELAND,2024-08-01 00:08,84,72,4,217,NP,0.0
CLE,CLEVELAND,2024-08-01 00:09,85,72,5,219,NP,0.0
CLE,CLEVELAND,2024-08-01 00:10,85,72,5,218,NP,0.0
CLE,CLEVELAND,2024-08-01 00:11,84,72,5,209,NP,0.0
CLE,CLEVELAND,2024-08-01 00:12,85,72,6,203,NP,0.0
CLE,CLEVELAND,2024-08-01 00:13,85,71,7,200,NP,0.0
CLE,CLEVELAND,2024-08-01 00:14,85,71,7,192,NP,0.0
CLE,CLEVELAND,2024-08-01 00:15,85,71,8,187,NP,0.0
CLE,CLEVELAND,2024-08-01 00:16,85,70,10,186,NP,0.0
CLE,CLEVELAND,2024-08-01 00:17,85,70,10,183,NP,0.0
CLE,CLEVELAND,2024-08-01 00:18,84,70,10,180,NP,0.0
CLE,CLEVELAND,2024-08-01 00:19,84,70,10,180,NP,0.0
CLE,CLEVELAND,2024-08-01 00:20,85,70,10,183,NP,0.0
CLE,CLEVELAND,2024-08-01 00:21,84,70,8,189,NP,0.0
CLE,CLEVELAND,2024-08-01 00:22,84,70,8,196,NP,0.0
CLE,CLEVELAND,2024-08-01 00:23,84,70,10,189,NP,0.0
CLE,CLEVELAND,2024-08-01 00:24,84,69,9,182,NP,0.0
CLE,CLEVELAND,2024-08-01 00:25,84,69,8,179,NP,0.0
CLE,CLEVELAND,2024-08-01 00:26,84,70,8,179,NP,0.0
CLE,CLEVELAND,2024-08-01 00:27,84,69,8,183,NP,0.0
CLE,CLEVELAND,2024-08-01 00:28,84,69,8,192,NP,0.0
CLE,CLEVELAND,2024-08-01 00:29,83,69,9,206,NP,0.0
CLE,CLEVELAND,2024-08-01 00:30,84,68,9,203,NP,0.0
CLE,CLEVELAND,2024-08-01 00:31,83,68,9,199,NP,0.0
CLE,CLEVELAND,2024-08-01 00:32,83,68,8,198,NP,0.0
CLE,CLEVELAND,2024-08-01 00:33,83,68,7,190,NP,0.0
CLE,CLEVELAND,2024-08-01 00:34,83,68,7,191,NP,0.0
CLE,CLEVELAND,2024-08-01 00:35,83,68,6,191,NP,0.0
CLE,CLEVELAND,2024-08-01 00:36,83,68,6,189,NP,0.0
CLE,CLEVELAND,2024-08-01 00:37,83,67,6,187,NP,0.0
CLE,CLEVELAND,2024-08-01 00:38,83,68,6,182,NP,0.0
CLE,CLEVELAND,2024-08-01 00:39,83,68,6,181,NP,0.0
CLE,CLEVELAND,2024-08-01 00:40,83,68,7,180,NP,0.0
