station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-07-01 00:00,65,53,13,9,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:01,65,54,13,9,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:02,65,54,14,6,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:03,65,53,14,6,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:04,65,53,13,6,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:05,66,54,14,7,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:06,66,54,14,15,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:07,65,54,15,10,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:08,65,54,13,4,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:09,65,53,12,8,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:10,65,53,13,9,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:11,65,53,12,12,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:12,65,53,12,13,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:13,65,53,13,6,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:14,65,53,13,356,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:15,66,54,12,3,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:16,65,54,13,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:17,65,53,14,15,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:18,65,53,13,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:19,65,53,12,10,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:20,65,54,12,11,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:21,65,54,12,5,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:22,65,53,15,1,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:23,65,53,14,8,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:24,65,54,13,13,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:25,65,54,12,13,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:26,65,54,13,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:27,65,53,12,11,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:28,65,54,11,8,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:29,65,54,12,8,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:30,65,53,13,3,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:31,65,53,12,7,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:32,65,53,11,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:33,65,54,11,11,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:34,65,54,12,7,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:35,65,53,12,6,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:36,65,53,12,12,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:37,65,53,11,14,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:38,65,53,10,10,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:39,65,54,10,9,NP,0.0
BKL,Cleveland Burke Lakefront,2024-07-01 00:40,65,54,12,13,NP,0.0
