station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-03-01 05:00,34,18,5,150,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:01,34,18,5,149,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:02,34,18,5,146,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:03,35,18,5,147,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:04,34,18,5,145,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:05,34,18,5,144,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:06,34,18,5,146,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:07,34,18,5,149,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:08,34,18,6,150,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:09,34,18,6,148,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:10,34,18,6,148,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:11,34,18,6,148,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:12,34,18,5,146,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:13,34,18,6,143,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:14,34,18,6,144,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:15,34,18,6,145,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:16,34,18,6,145,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:17,34,18,6,147,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:18,34,18,6,147,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:19,34,18,6,147,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:20,34,18,6,149,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:21,33,18,6,150,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:22,34,18,6,151,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:23,34,18,6,152,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:24,34,18,6,151,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:25,34,18,7,150,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:26,34,18,7,154,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:27,34,18,6,155,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:28,34,17,6,156,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:29,34,17,7,159,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:30,34,17,6,158,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:31,34,17,6,159,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:32,34,17,7,160,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:33,34,17,7,158,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:34,34,17,7,157,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:35,34,17,7,157,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:36,34,17,7,155,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:37,34,17,7,155,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:38,34,17,7,157,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:39,34,17,7,158,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:40,34,17,7,158,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:41,34,17,8,160,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:42,34,18,8,162,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:43,34,18,7,163,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:44,34,17,7,161,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:45,33,17,7,160,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:46,34,18,8,161,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:47,34,18,8,162,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:48,34,18,8,162,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:49,34,18,8,161,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:50,34,18,8,162,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:51,34,18,7,164,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:52,34,18,7,163,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:53,34,18,7,161,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:54,34,18,7,162,NP,0.0
BKL,Cleveland Burke Lakefront,2024-03-01 05:55,34,17,7,160,NP,0.0
