station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-09-01 00:00,75,69,1,312,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:01,75,69,1,314,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:02,75,69,2,314,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:03,75,69,2,301,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:04,75,69,1,285,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:05,75,69,2,288,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:06,75,69,2,299,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:07,75,69,1,304,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:08,75,69,1,299,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:09,75,69,1,286,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:10,75,69,1,270,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:11,75,69,1,251,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:12,75,69,1,246,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:13,75,69,1,261,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:14,75,69,1,272,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:15,75,69,1,259,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:16,75,69,1,237,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:17,75,69,1,223,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:18,75,69,1,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:19,75,69,1,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:20,75,69,1,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:21,75,69,1,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:22,75,69,1,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:23,75,69,1,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:24,75,69,1,212,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:25,75,69,1,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:26,75,69,2,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:27,75,69,2,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:28,75,69,2,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:29,75,69,2,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:30,75,69,2,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:31,75,69,1,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:32,75,69,1,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:33,75,69,1,223,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:34,75,69,1,226,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:35,75,69,1,227,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:36,75,69,1,234,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:37,75,69,1,243,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:38,75,69,1,244,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:39,75,69,1,234,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:40,75,69,1,219,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:41,75,69,1,219,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:42,75,69,1,231,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:43,75,69,1,238,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:44,75,69,1,238,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:45,75,69,1,228,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:46,75,69,1,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:47,75,69,1,215,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:48,74,69,2,213,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:49,74,69,2,204,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:50,74,69,2,193,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:51,74,69,2,189,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:52,74,69,2,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:53,74,69,2,190,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:54,74,69,2,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:55,74,69,2,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:56,74,69,2,205,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:57,74,69,2,206,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:58,74,69,2,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 00:59,74,69,2,205,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:00,74,69,2,204,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:01,74,69,2,206,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:02,74,69,2,206,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:03,74,69,2,203,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:04,74,69,2,201,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:05,74,69,2,200,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:06,74,69,2,199,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:07,74,69,2,201,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:08,74,68,2,201,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:09,74,69,2,197,?1,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:10,74,69,2,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:11,74,69,3,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:12,75,69,3,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:13,75,69,3,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:14,75,69,3,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:15,74,69,3,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:16,74,69,3,199,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:17,74,68,3,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:18,74,68,2,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:19,74,68,2,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:20,75,68,2,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:21,75,68,2,184,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:22,75,68,2,183,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:23,75,68,2,186,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:24,75,68,2,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:25,75,68,2,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:26,75,68,2,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:27,75,68,2,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:28,74,68,2,199,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:29,75,68,2,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:30,75,68,2,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:31,75,68,2,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:32,75,68,3,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:33,75,68,3,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:34,75,68,3,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:35,75,68,3,210,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:36,75,68,4,209,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:37,74,68,4,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:38,74,68,4,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:39,74,67,4,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:40,73,67,4,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:41,73,67,4,194,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:42,74,67,4,191,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:43,74,67,4,193,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:44,74,66,5,195,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:45,74,66,5,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:46,73,66,5,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:47,73,66,5,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:48,74,66,5,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:49,74,66,5,202,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:50,74,65,5,202,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:51,73,65,5,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:52,74,65,5,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:53,74,65,5,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:54,74,65,5,202,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:55,74,65,5,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:56,74,64,6,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:57,74,64,5,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:58,73,64,5,204,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 01:59,73,64,5,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:00,74,63,5,204,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:01,75,63,5,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:02,75,63,5,194,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:03,75,63,5,183,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:04,75,63,5,171,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:05,74,64,5,168,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:06,74,65,6,168,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:07,74,66,6,173,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:08,75,67,6,176,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:09,75,67,5,176,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:10,74,67,5,172,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:11,74,67,6,169,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:12,75,67,6,170,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:13,75,67,6,171,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:14,75,67,6,175,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:15,75,67,6,174,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:16,75,67,6,171,NP,0.0
BKL,Cleveland Burke Lakefront,2024-09-01 02:17,75,67,5,172,NP,0.0
