station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,ptype,precip
BKL,Cleveland Burke Lakefront,2024-02-01 00:00,37,32,4,229,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:01,37,32,4,224,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:02,37,32,4,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:03,37,32,4,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:04,37,32,4,225,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:05,37,32,4,226,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:06,37,32,3,222,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:07,37,32,3,219,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:08,37,32,4,222,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:09,37,32,4,225,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:10,37,32,4,224,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:11,37,32,4,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:12,37,32,4,216,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:13,37,32,4,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:14,37,32,4,205,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:15,37,32,5,211,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:16,37,32,5,218,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:17,37,32,5,217,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:18,37,32,6,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:19,37,33,8,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:20,38,33,11,221,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:21,38,33,12,224,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:22,38,33,13,225,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:23,38,33,12,225,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:24,38,33,12,227,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:25,38,32,12,231,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:26,38,32,12,232,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:27,38,32,13,230,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:28,38,32,13,233,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:29,38,32,13,236,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:30,38,32,12,235,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:31,38,32,12,234,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:32,38,32,13,233,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:33,38,32,14,229,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:34,38,32,14,224,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:35,38,32,13,220,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:36,38,32,13,214,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:37,38,31,13,205,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:38,38,31,12,203,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:39,37,31,12,204,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:40,38,31,12,204,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:41,38,31,12,208,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:42,37,31,11,207,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:43,37,31,12,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:44,38,31,13,199,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:45,38,31,11,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:46,38,31,10,195,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:47,38,31,8,201,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:48,37,31,8,206,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:49,37,31,10,198,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:50,38,31,11,192,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:51,38,31,11,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:52,38,31,10,196,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:53,38,31,9,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:54,38,31,10,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:55,38,31,11,197,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:56,38,31,11,200,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:57,37,31,10,195,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:58,38,31,11,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 00:59,38,31,12,190,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:00,38,31,11,194,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:01,38,31,11,193,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:02,38,31,11,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:03,38,31,11,189,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:04,38,31,10,187,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:05,38,31,9,179,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:06,38,31,10,182,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:07,38,31,11,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:08,38,31,11,189,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:09,38,31,12,186,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:10,38,31,13,184,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:11,38,31,11,186,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:12,38,31,11,185,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:13,38,31,13,186,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:14,38,31,12,188,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:15,38,31,11,185,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:16,38,31,10,179,NP,0.0
BKL,Cleveland Burke Lakefront,2024-02-01 01:17,38,31,12,175,NP,0.0
